filepath,label,split
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1425).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2636).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1239).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2055).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (132).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2836).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (743).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2469).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1250).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1482).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (1222).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (198).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (674).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2704).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1235).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (1201).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (3102).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (623).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (118).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2420).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (821).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (646).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (786).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1194).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (605).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1144).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (818).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1332).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (792).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (804).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2652).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (967).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (769).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2458).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (739).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (388).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2953).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (911).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1288).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2276).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (245).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2613).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2979).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2468).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (277).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2934).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (387).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (396).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (3194).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2123).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2685).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1191).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (205).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (682).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1575).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2441).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1638).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2040).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (718).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1339).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (1131).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (779).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1276).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (834).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2819).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (550).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1538).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2768).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (892).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1603).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2723).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2975).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (515).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (580).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (946).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (381).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (27).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (908).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (4).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1760).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (3134).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (693).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1548).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2607).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1090).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (1102).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (3059).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (895).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1736).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (639).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1783).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1053).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (570).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2479).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2629).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (3104).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2947).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1579).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (289).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (297).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1144).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1059).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (411).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (648).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1930).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (940).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (470).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2462).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (683).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1845).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2287).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (604).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1026).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2477).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2969).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (843).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2942).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1007).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1100).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2680).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2632).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (619).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2101).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (531).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (277).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (126).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (462).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1008).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (788).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (14).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1438).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1238).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2126).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1900).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1987).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1354).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1304).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (589).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1900).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2474).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1657).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (737).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (325).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (3151).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2115).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2634).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1830).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1524).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1292).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1390).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1477).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2057).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1317).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2537).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1436).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1928).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (1003).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1831).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1600).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2125).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2341).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (3221).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (543).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1788).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (722).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2813).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2926).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1239).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (522).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (655).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2882).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2680).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (254).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1445).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2297).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2780).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (707).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (361).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1592).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (335).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1164).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (815).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1124).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (1198).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (477).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (1267).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1490).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (223).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2329).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (227).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (393).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (722).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2548).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (18).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (549).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (591).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1112).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1742).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1946).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1690).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1542).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (454).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (195).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1180).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (502).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1394).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2701).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2221).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (80).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (468).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1174).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1223).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (736).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1541).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2848).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (954).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (612).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1460).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (204).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (525).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (495).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1868).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1555).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1253).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (1629).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (3147).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1269).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Bacterial\Pneumonia-Bacterial (2616).jpg,Pneumonia-Bacterial,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (1507).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (189).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2039).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (1386).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\Pneumonia-Viral\Pneumonia-Viral (723).jpg,Pneumonia-Viral,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (567).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2760).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (344).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (986).jpg,COVID,train
C:\Users\Admin\Desktop\dataset train\Dataset\Normal\Normal (2559).jpg,Normal,train
C:\Users\Admin\Desktop\dataset train\Dataset\COVID\COVID-19 (971).jpg,COVID,train
